,z,a,b,wolfram,stan_grad_reg_inc_beta,stan_inc_beta,stan_inc_beta_strict,inbeder,stan_grad_reg_inc_beta_abserr,stan_inc_beta_abserr,stan_inc_beta_strict_abserr,inbeder_abserr,stan_grad_reg_inc_beta_relerr,stan_inc_beta_relerr,stan_inc_beta_strict_relerr,inbeder_relerr,stan_grad_reg_inc_beta_abserr_log,stan_inc_beta_abserr_log,stan_inc_beta_strict_abserr_log,inbeder_abserr_log,stan_grad_reg_inc_beta_relerr_log,stan_inc_beta_relerr_log,stan_inc_beta_strict_relerr_log,inbeder_relerr_log
10,0.001,150.0,1.25,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
11,0.001,150.0,12.5,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
12,0.001,150.0,125.0,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
13,0.001,150.0,1250.0,-4.429841562103048236645076040774015862155015739539945576937786812310770454732913199744487083191425715166441487061989318786383636484756892710523996075477137600750415959237741346696357012706200357323203417793904689805701718514050649151884883935036328046989378692691854692358502206438592355519164161076695701493082714188793529420878655873227738729236205802616495432299793430635225718682043314060562209490809986670650824492435240845349327407388342154860368417974527502739363424441346197272025279870389057064560593479844000560339646094504181322984171039729929075535436174742454451080768407233989591986755840480327606201171875E-245,0,-4.4362162130946358837342912701623863071086585700974582186559459658932553502537318594127920879701311540724481921459636908888789653745114062142496693811616772143274144580024288250217568046470227989721748323187122361987319227280355015955426036281443107554431078859206764120163717545126471067690849320198956504211565876941739166645063900700195996111237607749275581359647200346621364684559914723581949209655904396494126413410671666676369296462570204266783342277446598451760356122437836847328815459183930723759048705921668364980951466678869323895541962735719622463878252709048250203532730295830077693608473055064678192138671875E-245,-4.4362162132527391444650408795764853631406432588647432607368804911252050975842233750113090374082435342842413353428178764921340826703423295126818311929877809328464670488026787135558781636434468109003290826574516455306266629142026998596426999818237353938946382773557540235190624790557588272746881495135999910722485052926735696001668943882529220714619789878157743971709008441922572631253584568008409821228922230812966333179158294388472093419867073204412816243711254506031275192289559127411812227898384312433833288171062333358048385105201228304613944393565394807066819025955632614373162769805247762633371166884899139404296875E-245,-4.4362162132519164013459310920249248904520075246457683313764280571525265981380385390771606810750368529688111723326404913887233388167110566591192959809594785707421986645525560589464920781642807556323661260295422072451980280615329005844603122987129349818347378867795667135575218818837359701993679468309329295274559129369119090589533087287746829299410285330899379021672979863040035184001260357414804684556743747286645495224050574679492661776644478530810030096328290213346867307870774197203638337929961984120560004627743055024932964471652707760463728190524648984473814227770236922449541283608454023124068044126033782958984375E-245,4.429841562103048236645076041E-245,6.374650991587647089215229388E-248,6.374651149690907819964838802E-248,6.374651148868164700855051251E-248,1,0.001439024602171394350530631,0.001439024637861894454035634,0.001439024637676167017156561,-562.644983964886,-569.1887737193952,-569.1887736945932,-569.1887736947223,0.0,-6.543789754509089,-6.54378972970722,-6.543789729836285
14,0.001,150.0,12500.0,-1.464019924648137903066507677688019856234858886703497327050532370269181743641302101247827004899406303883907223111898213211160138622757657422922624984945175489281832892268934590341859466957953166787870205060724241189183511897761869144230010213117911953457916940379845982533879578113555908203125E-103,NaN,-1.468325180229735834043075643190374708449419438573944371830059574204186398108114555088355534537708909413439558203447242025252984194213399564629400027934377189621063453848090745125731487530342597760805431479559150190322508586061406625502372457163022668839846840427298957365565001964569091796875E-103,-1.468325905447348479418660047171016343334565588610961398265750576587019629232876279018078723344708343779608811059605590735693221545142254000209037316323310669807529946170809533465168989349485871238220826974507432777819518450518746347337236247501362335597663300035264910547994077205657958984375E-103,-1.468325904782896965814114354146536648425050043890187890855910210249014087087091072354835530428474489189742948983548444236252721234543565262476110217764227431669618185907623430297158899605724022773140862987910608548725954686659522778282584531965823432426987427135145480860956013202667236328125E-103,NaN,4.305255581597930976567965502E-106,4.305980799210576352152369483E-106,4.305980134759062747606676459E-106,NaN,0.002940708325832829614368318,0.002941203686312858377748465,0.002941203232458711710830824,,-242.61418335270366,-242.6140149175145,-242.6140150718235,,-5.829104799495809,-5.828936364306647,-5.828936518615641
15,0.001,1500.0,1.25,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
16,0.001,1500.0,12.5,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
17,0.001,1500.0,125.0,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
18,0.001,1500.0,1250.0,0,NaN,-0,-0,-0,NaN,0,0,0,,,,,,-inf,-inf,-inf,,,,
19,0.001,1500.0,12500.0,0,NaN,-0,-0,-0,NaN,0,0,0,,,,,,-inf,-inf,-inf,,,,
20,0.001,15000.0,1.25,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
21,0.001,15000.0,12.5,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
22,0.001,15000.0,125.0,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
23,0.001,15000.0,1250.0,0,NaN,-0,-0,-0,NaN,0,0,0,,,,,,-inf,-inf,-inf,,,,
24,0.001,15000.0,12500.0,0,NaN,-0,-0,-0,NaN,0,0,0,,,,,,-inf,-inf,-inf,,,,
25,0.25,1.5,1.25,-0.2052964341288990024469995887557161040604114532470703125,-0.2052964341288989469358483574978890828788280487060546875,-0.2052964341274663706560232867559534497559070587158203125,-0.2052964341288989469358483574978890828788280487060546875,-0.2052964341288987526468190480954945087432861328125,5.551115123125782702118158340E-17,1.432631790976301999762654305E-12,5.551115123125782702118158340E-17,2.498001805406602215953171253E-16,2.703951067967E-16,6.9783569162082901E-12,2.703951067967E-16,1.2167779805850E-15,-37.42994775023705,-27.271507949872056,-37.42994775023705,-35.92587035346077,-35.8466474260538,-25.688207625688946,-35.8466474260538,-34.34257002927765
26,0.25,1.5,12.5,-0.0857206530515209064180481846051407046616077423095703125,-0.08572065305151986558396259852088405750691890716552734375,-0.08572065014529524351605260790165630169212818145751953125,-0.08572065305152133662947022685330011881887912750244140625,-0.085720653051519268839086862499243579804897308349609375,1.040834085586084256647154689E-15,2.906225662901995576703484403E-9,4.302114220422481594141572714E-16,1.637578961322105897124856710E-15,1.21421623440095E-14,3.39034475292116501878E-8,5.018760435524E-15,1.91036687545750E-14,-34.49875399782063,-19.65641062068317,-35.38225490687179,-34.04555748689127,-32.04209250784137,-17.199749130703907,-32.92559341689252,-31.588895996912008
27,0.25,1.5,125.0,-0.00000315985033960686181157026357346762068800671841017901897430419921875,1.166107756686153364823758228010391914861144067872000817942534922622144222259521484375E-14,-1.77635683940024770366464239540399355895002151024819614377747711841948330402374267578125E-15,-1.77635683940024770366464239540399355895002151024819614377747711841948330402374267578125E-15,-5.3100915167416999536317979659816191001359933672454349817826368962414562702178955078125E-15,0.000003159850351267939378431797222,0.000003159850337830504972170015870,0.000003159850337830504972170015870,0.000003159850334296770294828563620,1.000000003690389199987353380,0.9999999994378351350585622418,0.9999999994378351350585622418,0.9999999983195117027591996403,-12.664985888680532,-12.664985892933085,-12.664985892933085,-12.664985894051409,3.6903890986057067e-09,-5.62164870368339e-10,-5.62164870368339e-10,-1.6804883054797714e-09
28,0.25,1.5,1250.0,5.70891420199249211009373539127409458160400390625,6.43452242944681767437355382078587712722794744735210770159028470516204833984375E-12,-7.653235126339731241925129559807322308138178447235777613588101618104362898098780613603929357171390238179698418860213931387072140779295759413103151862500113776972217161535709526691270766107996116223517834595457481015052978069888746167818955769570320219775426328427680612559681820654712144328599873170029341475104683917144704928543059292133439005523965846471676697157222706013879331976568209938704967498779296875E-155,-7.6532351263463009284267572005142319379259895714893873788609359855708941478623265560152924802894483110909542251514081386741076081511044292455931557163431215111154487189403072605899095235239011534443257836538315052091079319877703576259756222100580490842426922129509964534956983158219039523049968534910812067526161071194896971320070221720490153950972075087092123752278744093502371725890043308027088642120361328125E-155,-7.653235126345891875599456462612894232214472216387133380367769842701160540932254499606014262137151778696429348883718456496165142700931315696658184465549266479521453711458851339169953946745043441270506886901268262462465236344282392405364405519662165789681710444996053420293985163740659592191518140574696076749201607111680467720800670059283916487049667632083885601221458737375424874471718794666230678558349609375E-155,5.708914201986057587664288574,5.708914201992492110093735391,5.708914201992492110093735391,5.708914201992492110093735391,0.9999999999988728990834717611,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,1.7420288483153399,1.7420288483164672,1.7420288483164672,1.7420288483164672,-1.127098414600094e-12,0.0,0.0,0.0
29,0.25,1.5,12500.0,8.0107795852587191376414921251125633716583251953125,7.34411291859205217491535222507081925868988037109375,-0,-0,-0,0.6666666666666669627261399000,8.010779585258719137641492125,8.010779585258719137641492125,8.010779585258719137641492125,0.0832211970846700117243210126,1,1,1,-0.40546510810816394,2.080788082843567,2.080788082843567,2.080788082843567,-2.4862531909517314,0.0,0.0,0.0
30,0.25,15.0,1.25,-2.619124005342084164837793665097341599956592972375801764428615570068359375E-9,-2.619124005342087473560243877208041085591361252227216027677059173583984375E-9,-2.619124005341008830041474729120008768656902020666166208684444427490234375E-9,-2.619124005342088300740856430235715957000053322190069593489170074462890625E-9,-2.619124005342083337657181112069666728547900902412948198616504669189453125E-9,3.308722450212110699485634768E-24,1.075334796318935977332831300E-21,4.135903062765138374357043460E-24,8.271806125530276748714086921E-25,1.263293545271E-15,4.105704022129668E-13,1.579116931588E-15,3.158233863177E-16,-54.06548008367574,-48.281654901345995,-53.84233653236152,-55.451774444795625,-34.30505415948887,-28.521228977159392,-34.08191060817513,-35.69134852060891
31,0.25,15.0,12.5,-0.0004379326087441639983426078241990353490109555423259735107421875,-0.000437932608744161125206850737612285229261033236980438232421875,-0.0004379326087171715926361914572595424033352173864841461181640625,-0.000437932608744161558887719731814058832242153584957122802734375,-0.0004379326087441631309808698357954881430487148463726043701171875,2.873135757086586750119749922E-18,2.699240570641636693949294568E-14,2.439454888092384976516768802E-18,8.673617379884035472059622407E-19,6.5606801131474E-15,6.16359804395956039E-11,5.5703887753138E-15,1.9805826756671E-15,-40.39112764228438,-31.243220838602944,-40.55475706606618,-41.58883083359672,-32.657682121543985,-23.50977531786256,-32.82131154532579,-33.85538531285635
32,0.25,15.0,125.0,1699.218080376361967864795587956905364990234375,-0.00000707075375815073236770470777035058063120231963694095611572265625,-0.000007070753117442127693424193390914211931885802187025547027587890625,-0.00000707075375959013950068719756014701260937727056443691253662109375,-0.0000070707537591308316498738169297855193917712313123047351837158203125,1699.218087447115726015527956,1699.218087447115085306923281,1699.218087447115727454935089,1699.218087447115726995627238,1.000000004161180863014723896,1.000000004161180485953879220,1.000000004161180863861823600,1.000000004161180863591518183,7.437923475675002,7.437923475675002,7.437923475675002,7.437923475675002,4.1611809467066166e-09,4.161180502617408e-09,4.1611809467066166e-09,4.1611809467066166e-09
33,0.25,15.0,1250.0,-608319667065138725399057527483467052121397874592082872323279849913942058032739909767823311492975932117443589208789109136424960,-4.81574154006923137854167983254241049671795504849569624639116227626800537109375E-12,-2.2612930928959658846739947422102443318663414582236212221869739000854106599332452964742471307873314631487967832427659588545161342592064926455548127185594280262593253343747233603454611831994884031666053571569565639330233016484827289324691737355901010987692570430759554080018473955453669724592181369641350927658150654652770283892238012413145042955875396728515625E-132,-2.261293092899680061641043016784580654563109487197660219049828580096204529034802726283576078601147184206326379638807572032160268619939685746226640713549268946370931862180530524868468925671110263369721317687406974880342529554639272822433074932341645561591579451644630209631957524213271358100541229711123838981968084513481109798505030994419939815998077392578125E-132,-2.2612930919518904833010431932049011503679129982982156335054769662679427938630048933146233668339214616263126676509869370751951708137435100690106905570289864257390594325731710820959859040263503030012511035626472657697281564001022444353515544418907385734966930597030465821022350745977286655294043615954967344540350705577556877923228739746264182031154632568359375E-132,6.083196670651387253990575275E+125,6.083196670651387253990575275E+125,6.083196670651387253990575275E+125,6.083196670651387253990575275E+125,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,289.62866695026537,289.62866695026537,289.62866695026537,289.62866695026537,0.0,0.0,0.0,0.0
34,0.25,15.0,12500.0,5.37400222849560282867287241970188915729522705078125,5.30733556182893639885378433973528444766998291015625,-0,-0,-0,0.06666666666666642981908807997,5.374002228495602828672872420,5.374002228495602828672872420,5.374002228495602828672872420,0.0124054036139335736608097898,1,1,1,-2.7080502011022136,1.6815729248741966,1.6815729248741966,1.6815729248741966,-4.38962312597641,0.0,0.0,0.0
35,0.25,150.0,1.25,-2.43443576263143699547080459244444199848105025902927198413184484043265056467052193706945768480104676111999730679565676014566175869015802012087866807714652644328163437797029173383702463239053577652120864152980915585378052755360922532190670608542859554290771484375E-90,-2.446220097145425645127960670229436004042504555584997519832543908664959569203196526178255189201877981684636551918801731164062222104756822042941828177773709541737147537359514604224523711581755468411874871976796209018943824287095623049026471562683582305908203125E-90,-2.446220097145408204524455996844087252462482806607955101772320172113122180198020323287692647420327758173560804664931351783960394498124860669935201531064250221023441939806384026923233182937025725128187998319170390725397871978241681745203095488250255584716796875E-90,-2.44622009714542608114304828706406972283200509930942358028404950207875550392832593125051925274641673727241344560014849064856476779492262107726699384394144602475499017729834286865705597479787371199396704381823685447628247309481697158162205596454441547393798828125E-90,-2.4462200971454108206149816978518895651994860689545114644813537325958977885487967537212770286875602917002221667530119086909756686391196548758861955280706691191304977794393536135184267622337351866207410293678142634694297648245697729407766018994152545928955078125E-90,1.178433451398864965715607778E-92,1.178433451397120905365140440E-92,1.178433451398908567224369462E-92,1.178433451397382514417710541E-92,0.004840684110411972590162056,0.004840684110404808464588324,0.004840684110412151693301399,0.004840684110405883083424384,-211.6736425825547,-211.67364258255617,-211.67364258255466,-211.67364258255594,-5.330699223115437,-5.330699223116917,-5.3306992231154,-5.330699223116695
36,0.25,150.0,12.5,-2.970809827914279530433348618958134836011611924100689260319339636175367111135673663547671173016916376057495749612938944491677570648250410202272403914259478291607283874288636264048878220071780997812993518891744315624237060546875E-75,-2.986365220436129099198646208483329238444566777398055063311997587626708281193646420474282988793735540298339118535303894836217257005929682369241239301209843633666517621075579944457935809530579884807366397581063210964202880859375E-75,-2.98636522043525282601509056429360164315060172719578398734301643587933586967622852218631516251335741282603845478182241756869288096561508189576927848888569249227041417109935276513252972417633568369410568266175687313079833984375E-75,-2.986365220436129590107992738255984548021762276025619360833548837571664792348558139184808460965321186308127522268499122554574413519117533686033100343681733914418000031971925169768482255516772738701547496020793914794921875E-75,-2.986365220018554245400223641287173232295501691793118768995525658443972245962035466849771755469454924135297606676678244463529791721781849460360597074258682211455573026381752413992783264096164685952317086048424243927001953125E-75,1.555539252184956876529758953E-77,1.555539252097329558174194534E-77,1.555539252185005967464411930E-77,1.555539210427471496687502233E-77,0.005236078181675655829195178,0.005236078181380694780082570,0.005236078181675821073480395,0.005236078041116388159211096,-176.85722988905565,-176.85722988911198,-176.85722988905562,-176.85722991590004,-5.252182499480707,-5.25218249953704,-5.252182499480676,-5.252182526325086
37,0.25,150.0,125.0,-9.7341010329203003031932926916586721634718986661031180085412728431037976406514644622802734375E-18,-7.29990376066038184477040470412841203637430867349076327568505067176925747707283420595558709464967250823974609375E-26,-7.2999037603407472524488143174034872608267507547627290410237451819485364479245248503502807579934597015380859375E-26,-7.299903760660396768038530377700290545724878877781594957962626879911620381147230318674701265990734100341796875E-26,-7.29988893293286690112091293412735034056350296550766722326549941417630530671178945567589835263788700103759765625E-26,9.734100959921262696589474244E-18,9.734100959921262699785820167E-18,9.734100959921262696589325011E-18,9.734100959921410973864623680E-18,0.9999999925006903709213317807,0.9999999925006903712496975859,0.9999999925006903709213164498,0.9999999925007056036864991002,-39.1708963906511,-39.1708963906511,-39.1708963906511,-39.17089639065109,-7.499309645862079e-09,-7.499309645862079e-09,-7.499309645862079e-09,-7.499294435806527e-09
38,0.25,150.0,1250.0,-900794250134349946538057074019311945242446958887162652852939713137758115168860733952946254356858966066015627853209631039718341515414396721496556916930533011644640435151670757536285145121460790406498399978979919396864,5.642400063506610047359206260615620384842039403139324349467642605304718017578125E-13,-6.87593137962929281757809070691326360166004120145268385036029550965535906365993860795125639496751342299714175598790433241447317413985729217529296875E-42,-6.87593137972030042333020762867172623481507861314360352562205112747613029647481790432825196069281275241635680017804332919695298187434673309326171875E-42,-6.87590644058769699795061952718390585430234342645121997167837044866538863111742507194601282153189979914052233633814381619231426157057285308837890625E-42,9.007942501343499465380570740E+215,9.007942501343499465380570740E+215,9.007942501343499465380570740E+215,9.007942501343499465380570740E+215,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,497.253901682031,497.253901682031,497.253901682031,497.253901682031,0.0,0.0,0.0,0.0
39,0.25,150.0,12500.0,3.051780349747634790702477403101511299610137939453125,NaN,-0,-0,-0,NaN,3.051780349747634790702477403,3.051780349747634790702477403,3.051780349747634790702477403,NaN,1,1,1,,1.1157251415490848,1.1157251415490848,1.1157251415490848,,0.0,0.0,0.0
40,0.25,1500.0,1.25,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
41,0.25,1500.0,12.5,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
42,0.25,1500.0,125.0,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
43,0.25,1500.0,1250.0,-4.23386169260738100902899042165778206931412807278696799045648576223358155716904666713336611957506492322674596411083720532690917350081390876819544132170137797425383656870575921718271005071695074937342653201466662370040630653804830756001312523409390652869454252657060990441512603782411760606536676380741036845139849373446092732843550802401128320086360184372782420244258254258577441423260592786521205878649810295524269949911235566322691586125324267337359513433353687251415997804276092668912548508408071860322931241450814359826433707536485473040772961646181270657296664451652024041550248512066900730133056640625E-239,NaN,-4.23886588005920080123455000826252729091713405326385753075583170134204196607921384485798834286454794289609121477682708504682194516635977775672630223265706809917072711674186251346234339415935234899892745018440665039638351190035761287774236577916360673437682625671831589432927440393449228291003187440400505205239818887315144646304902967555238789390445738927317453342510959644407315834301486570135137602061029852175044253897962846674478647696027342675778173944692836139498005643760700568478282484564780236064741514622971068573371458878938211766442817404300221656679339803097672501053239102475345134735107421875E-239,-4.23886588007204936384181596945380792183857732967525509452468477112585036262682354152305372105905409911936403199838116536281832060565590678443779575018271877652070808776188036554565580170548212110449697978031012335015240484194256739120917686323738373057140379752123836098348648952305321724260928706781279143993456764559572952662356473132498787916963936020996508404920119857652552559239040875819073412856062968483955848964739198938853850363188837914448152160677230531312492958732675432232291725097865370622931785605709625533718472077615621469666753089851717681082218618093815365455157007090747356414794921875E-239,-4.2388657720248335270777427756357682316931392054858723494506371345041051672371743891410349573445611734955845134425322593439599062382473643983678043741599114521785022084558614209513849669520884858034193810287460775593031753588177912171197917536688006477856781563977208590252783356414531500280810290310099778198539346626860779092886892643468928526686373168661344196733068368524064810032435490774405162709504566945624636497549168950543599803625267111524007753498725194687908876487276372752960655400888939882762532960478003792266650725249314490869490632788772063328764337641896275954422890208661556243896484375E-239,NaN,5.004187451819792205559586605E-242,5.004187464668354812825547796E-242,5.004079417452518048752353978E-242,NaN,0.001181944006474621954252365,0.001181944009509336722970590,0.001181918489730071041694785,,-555.6153174522603,-555.6153174496928,-555.6153390412865,,-6.7405947329691935,-6.740594730401631,-6.740616321995284
44,0.25,1500.0,12500.0,0.84759551604668803559405887426692061126232147216796875,NaN,-0,-0,-0,NaN,0.8475955160466880355940588743,0.8475955160466880355940588743,0.8475955160466880355940588743,NaN,1,1,1,,-0.1653517427781446,-0.1653517427781446,-0.1653517427781446,,0.0,0.0,0.0
45,0.25,15000.0,1.25,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
46,0.25,15000.0,12.5,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
47,0.25,15000.0,125.0,0,0,-0,-0,-0,0,0,0,0,,,,,-inf,-inf,-inf,-inf,,,,
48,0.25,15000.0,1250.0,0,NaN,-0,-0,-0,NaN,0,0,0,,,,,,-inf,-inf,-inf,,,,
49,0.25,15000.0,12500.0,0,NaN,-0,-0,-0,NaN,0,0,0,,,,,,-inf,-inf,-inf,,,,
50,0.5,1.5,1.25,-0.260386939476358325595839460220304317772388458251953125,-0.260386939476358214573536997704650275409221649169921875,-0.2603869394725302210957806892110966145992279052734375,-0.260386939476358325595839460220304317772388458251953125,-0.26038693947635771497317591638420708477497100830078125,1.110223024625156540423631668E-16,3.828104500058771009207703173E-12,0E-54,6.106226635438360972329974174E-16,4.263743131118E-16,1.47015995032513581E-11,0,2.3450587221149E-15,-36.7368005696771,-26.28865134384452,-inf,-35.032052477438675,-35.39121404415079,-24.94306481831822,-inf,-33.68646595191237
51,0.5,1.5,12.5,-0.00101012340508921404959308265603112886310555040836334228515625,-0.001010123405086081789516772033721281331963837146759033203125,-0.0010101233654271055996398676057879129075445234775543212890625,-0.0010101234050911927185578687016231924644671380519866943359375,-0.001010123405090649316429018966800867929123342037200927734375,3.132260076310622309847531142E-15,3.966210844995321505024321596E-11,1.978668964786045592063601362E-15,1.435266835936310769739066018E-15,3.1008687260681592E-12,3.92646168281292913684E-8,1.958838845647072E-12,1.420882665132928E-12,-33.397021581816276,-23.950624831114524,-33.856352016265916,-34.17742561459769,-26.499338809480186,-17.052942058778438,-26.95866924392983,-27.279742842261598
52,0.5,1.5,125.0,-16015.43143246379986521787941455841064453125,6.8594573922714903813162248706493642050655533404235342231913818977773189544677734375E-15,2.66453525910037530258626339291206604413571735860688516339678244548849761486053466796875E-15,2.66453525910037530258626339291206604413571735860688516339678244548849761486053466796875E-15,-8.6892229269988640617641073370598420529009108778536747831525547506957053163832992902740161365697513229378046162310056388378143310546875E-37,16015.43143246379987207733681,16015.43143246379986788241467,16015.43143246379986788241467,16015.43143246379986521787941,1.000000000000000000428303004,1.000000000000000000166372993,1.000000000000000000166372993,1.000000000000000000000000000,9.681308000953821,9.681308000953821,9.681308000953821,9.681308000953821,0.0,0.0,0.0,0.0
53,0.5,1.5,1250.0,6.40206138255243839552122153691016137599945068359375,5.73539471588577054461666193674318492412567138671875,-0,-0,-0,0.6666666666666678509045596002,6.402061382552438395521221537,6.402061382552438395521221537,6.402061382552438395521221537,0.1041331263213965719641640568,1,1,1,-0.4054651081081626,1.8566200295292663,1.8566200295292663,1.8566200295292663,-2.262085137637429,0.0,0.0,0.0
54,0.5,1.5,12500.0,8.7039267658186698639610767713747918605804443359375,8.037260099151996683985998970456421375274658203125,-0,-0,-0,0.6666666666666731799750778009,8.703926765818669863961076771,8.703926765818669863961076771,8.703926765818669863961076771,0.0765937817037650774773484705,1,1,1,-0.4054651081081546,2.1637742762246366,2.1637742762246366,2.1637742762246366,-2.5692393843327914,0.0,0.0,0.0
55,0.5,15.0,1.25,-0.00003874039705811091667021772710910454406985081732273101806640625,-0.000038740397058110957327799195315520819349330849945545196533203125,-0.00003874039705806630175081994860164513738709501922130584716796875,-0.000038740397058110984432853507453131669535650871694087982177734375,-0.000038740397058110604962093137526579766927170567214488983154296875,4.065758146820641627527948003E-20,4.461491939777850745940668276E-17,6.776263578034402712546580005E-20,3.117081245895825247771426803E-19,1.049487990720E-15,1.1516381551499268E-12,1.749146651200E-15,8.0460745955189E-15,-44.64910162828828,-37.64846335515943,-44.13827600452229,-42.61221970102724,-34.49047397755611,-27.489835704427392,-33.97964835379012,-32.45359205029521
56,0.5,15.0,12.5,-0.06561345340839490336559691741058486513793468475341796875,-0.06561345340840585294017728301696479320526123046875,-0.06561345338978281926944902124887448735535144805908203125,-0.0656134534084059362069041299037053249776363372802734375,-0.06561345340840611661814563149164314381778240203857421875,1.094957458036560637992806733E-14,1.861208409614789616171037778E-11,1.103284130721249312045983970E-14,1.121325254871408105827867985E-14,1.66880022488874E-13,2.836626199249341124E-10,1.68149072089550E-13,1.70898679557681E-13,-32.145475790511064,-24.707210063573164,-32.13789999670261,-32.12168005283584,-29.421501268897483,-21.983235541959587,-29.413925475089023,-29.39770553122226
57,0.5,15.0,125.0,-469235826374675712,-5.0135998509605901710386948219111718342308296747500406809194828383624553680419921875E-14,-4.1078251911130784107065319509242297445214347172137703267935648909769952297210693359375E-15,-4.1078251911130784107065319509242297445214347172137703267935648909769952297210693359375E-15,-1.491927052816410393654704042097711352526624517427271977027471877054465299039520687074400484561920166015625E-23,469235826374675712.0000000000,469235826374675712.0000000000,469235826374675712.0000000000,469235826374675712.0000000000,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,1.000000000000000000000000000,40.68988186507227,40.68988186507227,40.68988186507227,40.68988186507227,0.0,0.0,0.0,0.0
58,0.5,15.0,1250.0,3.7749382499478798536074464209377765655517578125,3.708271583281212091520728790783323347568511962890625,-0,-0,-0,0.06666666666666776208671763015,3.774938249947879853607446421,3.774938249947879853607446421,3.774938249947879853607446421,0.0176603330312987824978726929,1,1,1,-2.7080502011021936,1.3283840249374999,1.3283840249374999,1.3283840249374999,-4.0364342260396935,0.0,0.0,0.0
59,0.5,15.0,12500.0,6.06714940905554822592193886521272361278533935546875,6.00048274238888179610285078524611890316009521484375,-0,-0,-0,0.06666666666666642981908807997,6.067149409055548225921938865,6.067149409055548225921938865,6.067149409055548225921938865,0.0109881366308802002873265346,1,1,1,-2.7080502011022136,1.8028888751701273,1.8028888751701273,1.8028888751701273,-4.510939076272341,0.0,0.0,0.0
60,0.5,150.0,1.25,-1.5620264236709329822361461550904748097434426713450124663235810041118869262643637460565192192329864966119117023119790277352336715921410359442234039306640625E-45,-1.577257332486255573932260795433821402964835489159926535504663901708989832503804478856320913199482315201041471164756894995928604430446284823119640350341796875E-45,-1.577257332486213568579135232727298180532472473321302551302525033830841399966654648389191174361254323573485372597842435471449107353691942989826202392578125E-45,-1.577257332486255573932260795433821402964835489159926535504663901708989832503804478856320913199482315201041471164756894995928604430446284823119640350341796875E-45,-1.5772573324745416811239788753413787739932024722956514743348716127559969456439550892560744091789697166632307841378779489360795196262188255786895751953125E-45,1.523090881532259169611464034E-47,1.523090881528058634298907764E-47,1.523090881532259169611464034E-47,1.523090880360869888783272025E-47,0.009750736981470703747587132,0.009750736981443812171049749,0.009750736981470703747587132,0.009750736973971539437195385,-107.80075762588079,-107.80075762588355,-107.80075762588079,-107.80075762664988,-4.630412408985849,-4.630412408988607,-4.630412408985849,-4.630412409754936
61,0.5,150.0,12.5,-1.980289243139768929699586847673090429030807731082838991011628386101630619023758318286536350694149177797953598201274871826171875E-32,-2.0035659714796603907079849540591626381955217047181362914319329640423397652234676247391675918407827339251525700092315673828125E-32,-2.00356597147594968668858732322955640270914579008768750404756542481705024729515165061825843206833042131620459258556365966796875E-32,-2.003565971479661485472410207822499297359258649965113854136575055070286450433064413638450940169377645361237227916717529296875E-32,-2.00356589059016688599873874246993762113649850291908081391205931661715420832072710884651234319875356959528289735317230224609375E-32,2.327672833989146100839810639E-34,2.327672833618075698900047556E-34,2.327672833989255577282336015E-34,2.327664745039795629915189480E-34,0.011754206321388672094801403,0.011754206319514852887707053,0.011754206321389224925368476,0.011754165474076197449368475,-77.4430241770324,-77.44302417719182,-77.44302417703234,-77.4430276521614,-4.443544117654203,-4.44354411781362,-4.443544117654156,-4.4435475927832195
